                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                    3.3,                  3.848,                  3.939,                0.19873,                 0.2463,                0.11971,                0.03576,                 2.6031,                 3.5544,                 3.6537,                0.07009,              0.0033234,              0.0033234
